ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split
S29700,18,11,2025-10-28,36,23,0.0023520584939853,0.0,0.448182930012452,train
S29701,2,17,2025-10-02,54,24,0.0026156051137966,0.0,0.3612312082549942,train
S29702,20,9,2025-10-31,32,24,0.0004506851932696,0.0,0.2013047814270009,train
S29703,18,24,2025-10-28,18,16,0.0020707386097042,0.0,0.329265274905945,train
S29708,2,10,2025-10-02,45,14,0.001376167756241,0.0,0.3464033080411424,train
S29709,2,9,2025-10-02,54,15,0.0016424755811883,0.0,0.333183613982301,train
S29711,10,1,2025-10-15,54,18,0.0017455097565877,0.0,0.3942050455908286,train
S29712,10,7,2025-10-15,61,21,0.0017043568333592,0.0,0.3661701065271298,train
S29713,2,19,2025-10-02,52,28,0.001713037961917,0.0,0.3953359501409374,train
S29715,10,7,2025-10-15,52,25,0.0018440014866363,0.0,0.3541235654759347,train
S29716,20,9,2025-10-31,20,17,0.0006126078579767,0.0,0.1275820563057489,train
S29717,2,22,2025-10-02,37,25,0.0021879826684237,0.0,0.4115482020092848,train
S29718,9,11,2025-10-13,53,27,0.0024792558927417,0.0,0.4910567885203627,train
S29719,2,23,2025-10-02,20,16,0.0033827866455715,0.0,0.3156653169351737,train
S29720,17,1,2025-10-26,49,21,0.0035125619137127,0.0,0.4738619562192372,train
S29721,17,7,2025-10-26,64,20,0.0034343786038593,0.0,0.5010070823288107,train
S29722,17,1,2025-10-26,38,28,0.0032470109864818,0.0,0.4741803436540481,train
S29723,17,2,2025-10-26,22,17,0.0028967461198485,0.0,0.4148888222623932,train
S29726,17,8,2025-10-26,25,19,0.0021662852169014,0.0,0.4131201285274025,train
S29728,17,13,2025-10-26,43,15,0.00307081589193,0.0,0.4509985094009603,train
S29729,17,14,2025-10-26,27,14,0.0023668536710685,0.0,0.4604650403248326,train
S29731,8,17,2025-10-12,61,16,0.0028572831387062,0.0,0.4511380715685515,train
S29733,8,17,2025-10-12,33,17,0.0043740839695591,0.0,0.5276269798719534,train
S29734,7,3,2025-10-10,31,30,0.0026154186124072,0.0,0.4218051080187457,train
S29735,17,19,2025-10-26,23,20,0.0051841708285768,0.0,0.4330551356361201,train
S29736,8,15,2025-10-12,46,25,0.0034825216787386,0.0,0.4977236571627169,train
S29738,17,24,2025-10-26,24,22,0.0035099414962322,0.0,0.4796538194355483,train
S29741,7,5,2025-10-10,37,30,0.0026799192151741,0.0085602576689229,0.4692326390655272,train
S29742,8,18,2025-10-12,60,24,0.0038057830467576,0.0,0.4844102271168812,train
S29743,8,8,2025-10-12,51,15,0.0037905057328261,0.0,0.4897904358631477,train
S29744,8,13,2025-10-12,32,22,0.0035104849177727,0.0,0.5403127959606749,train
S29746,8,13,2025-10-12,31,29,0.003068502442003,0.0,0.4431600162934548,train
S29748,8,18,2025-10-12,20,16,0.0036613703862355,0.0,0.479828590715964,train
S29750,8,20,2025-10-12,57,27,0.003313037527473,0.0,0.383651623371899,train
S29751,8,19,2025-10-12,32,16,0.0032979473290688,0.0,0.4774766399042425,train
S29753,8,6,2025-10-12,35,30,0.0025660997073721,0.0,0.4953172288552138,train
S29754,3,10,2025-10-04,43,32,0.002272934870967,0.0,0.4365380301593961,train
S29755,3,4,2025-10-04,44,11,0.0009025600987485,0.0,0.4169203487984589,train
S29757,1,17,2025-10-01,48,28,0.0008259303167671,0.0,0.2144390378534805,train
S29758,23,10,2025-11-05,38,30,0.0015382337294313,0.0,0.2204214087911378,train
S29760,23,15,2025-11-05,30,23,0.003181460124353,0.0,0.388869043184972,train
S29761,23,14,2025-11-05,38,29,0.0018005448219806,0.0,0.2948317618983139,train
S29764,23,9,2025-11-05,22,27,0.00293144729536,0.0,0.3888259381543739,train
S29768,23,7,2025-11-05,27,21,0.0034848168133748,0.0,0.4804241160294822,train
S29770,23,4,2025-11-05,16,19,0.0026240707155331,0.0,0.3861648042275085,train
S29773,23,3,2025-11-05,19,20,0.0023641708930947,0.0,0.4181028011764778,train
S29775,7,24,2025-10-10,36,22,0.00251298877048,0.0,0.4072519527744493,train
S29778,6,17,2025-10-09,35,24,0.002277452790109,0.0,0.5155841010105012,train
S29783,7,21,2025-10-10,45,14,0.0031591261426,0.0127175025588536,0.471758242254314,train
S29786,7,11,2025-10-10,38,30,0.002790120212763,0.0,0.4231132971762046,train
S29787,7,11,2025-10-10,15,19,0.0029026687984783,0.0,0.4645480559190535,train
S29790,6,11,2025-10-09,55,26,0.0032343529887236,0.0,0.4712208454913854,train
S29791,6,18,2025-10-09,42,12,0.0027494369699578,0.0,0.4734317686414959,train
S29794,6,6,2025-10-09,49,29,0.0029158422240859,0.0,0.4506396508437946,train
S29795,5,11,2025-10-07,27,30,0.0021514353471597,0.0,0.4627279320752497,train
S29796,4,10,2025-10-05,30,25,0.0041195053977785,0.0,0.5051416289463484,train
S29798,13,20,2025-10-20,54,20,0.0020737877645902,0.0,0.3360037107846208,train
S29799,13,20,2025-10-20,24,26,0.0018549125321969,0.0,0.3402507663779948,train
S29800,13,18,2025-10-20,39,15,0.002326736195176,0.0,0.3424397393274818,train
S29801,13,18,2025-10-20,17,26,0.0026895145131703,0.0,0.4703815644828489,train
S29802,13,20,2025-10-20,57,23,0.0020195957311727,0.0,0.3760895257030558,train
S29803,13,15,2025-10-20,48,28,0.0018571224752499,0.0,0.3180184571512589,train
S29805,13,16,2025-10-20,32,23,0.0015334491756992,0.0,0.2581589530612322,train
S29807,13,15,2025-10-20,61,18,0.0015627841736235,0.0,0.3418818206429801,train
S29809,13,17,2025-10-20,32,20,0.0019301717441134,0.0,0.2930580834577198,train
S29812,13,18,2025-10-20,22,19,0.0031466345141482,0.0,0.3917252607107036,train
S29813,12,23,2025-10-18,41,22,0.0015924446064008,0.0,0.2794865928865901,train
S29814,13,16,2025-10-20,21,15,0.0027552905688181,0.0,0.4016543285575613,train
S29815,13,17,2025-10-20,57,25,0.002379023748953,0.0,0.4359502999347687,train
S29817,12,25,2025-10-18,61,21,0.0032320509900377,0.0,0.2747608574469081,train
S29819,12,19,2025-10-18,55,15,0.0017290395044839,0.0,0.383558343581371,train
S29820,12,18,2025-10-18,47,20,0.002102823966314,0.0,0.440807175617772,train
S29824,12,23,2025-10-18,57,20,0.0017129932893521,0.0,0.3057398225173233,train
S29825,12,22,2025-10-18,54,26,0.0016518087615695,0.0,0.3747625173260396,train
S29826,8,4,2025-10-12,35,13,0.00279960346528,0.0,0.4105929928478679,train
S29829,8,6,2025-10-12,50,27,0.0029075706775887,0.0,0.4538467707074418,train
S29830,10,21,2025-10-15,58,15,0.0022202167269093,0.0,0.3533905923311756,train
S29831,9,3,2025-10-13,54,25,0.0019373872395135,0.0,0.4336473119857151,train
S29832,10,5,2025-10-15,57,17,0.0029002761542714,0.0,0.3952507806010387,train
S29833,8,2,2025-10-12,31,21,0.0038447770701808,0.0,0.4824403350050283,train
S29834,10,21,2025-10-15,65,20,0.0043045568157019,0.0,0.3593813283155251,train
S29836,10,16,2025-10-15,47,14,0.0024091161876224,0.0,0.2859246027031878,train
S29838,8,3,2025-10-12,39,22,0.0025712145087009,0.0,0.484332906787347,train
S29840,10,21,2025-10-15,52,27,0.0018982684869589,0.0,0.3835220310244877,train
S29841,10,21,2025-10-15,30,29,0.0024434034397316,0.0,0.3348302888533677,train
S29843,10,13,2025-10-15,35,22,0.0035987518362427,0.0,0.3918261102644389,train
S29846,8,3,2025-10-12,37,15,0.0036840043672257,0.0,0.4895820729148138,train
S29849,10,13,2025-10-15,44,25,0.0039350562816391,0.0077050679813342,0.4185428397977502,train
S29851,10,5,2025-10-15,30,29,0.0026768736834075,0.0,0.4097310606842992,train
S29854,10,4,2025-10-15,59,19,0.0029247716144885,0.0,0.4193210195556309,train
S29855,8,4,2025-10-12,41,27,0.0029017255029184,0.0,0.4758146279441248,train
S29857,10,3,2025-10-15,26,15,0.0021956090472811,0.0,0.3548646629618175,train
S29858,10,4,2025-10-15,64,22,0.0022081776447418,0.0,0.4814249278121183,train
S29859,10,4,2025-10-15,63,22,0.0024069435302975,0.0,0.3859160131396038,train
S29860,10,9,2025-10-15,55,19,0.002131628305418,0.0,0.4219293346789952,train
S29861,12,17,2025-10-18,38,23,0.0034368418305575,0.0,0.4266290044786928,train
S29862,1,12,2025-10-01,54,20,0.0012847127175868,0.0,0.1879428042062786,train
S29863,1,13,2025-10-01,38,18,0.000676738273398,0.0,0.1294563075236056,train
S29868,27,17,2025-11-11,41,29,0.0026791479936928,0.0,0.3364561546690423,train
S29875,24,18,2025-11-06,22,14,0.0032161688646851,0.0,0.4021722076902614,train
S29876,24,17,2025-11-06,30,12,0.0027029884419982,0.0,0.4496428188534707,train
S29877,3,11,2025-10-04,40,32,0.0023007375962053,0.0,0.4142184642587649,train
S29879,14,13,2025-10-21,39,27,0.0033021978816978,0.0,0.4236825794108397,train
S29881,14,17,2025-10-21,53,25,0.0021776415536301,0.0,0.413646003461373,train
S29886,14,1,2025-10-21,59,18,0.0037011320516867,0.0,0.4228148117822053,train
S29887,14,4,2025-10-21,37,20,0.0021649857785834,0.0,0.3855075821767097,train
S29891,3,17,2025-10-04,39,29,0.0023650569109108,0.0,0.3563883857971278,train
S29892,3,17,2025-10-04,30,19,0.0025128996882182,0.0,0.2954467211557157,train
S29893,3,22,2025-10-04,35,17,0.0024047115169224,0.0,0.3476182660906984,train
S29896,3,21,2025-10-04,27,24,0.0017316828066735,0.0,0.3898882270033607,train
S29900,22,6,2025-11-03,22,17,0.0015762128097481,0.0,0.2472607680144013,train
S29903,22,14,2025-11-03,21,28,0.0011236219381727,0.0,0.2807271015071971,train
S29904,22,17,2025-11-03,30,24,0.0013628349765749,0.0,0.3447991327449573,train
S29905,22,17,2025-11-03,34,13,0.0021923977683815,0.0,0.3763688188678873,train
S29906,22,17,2025-11-03,51,23,0.0017107672752675,0.0,0.2294941867594659,train
S29907,22,16,2025-11-03,48,26,0.0027697520601519,0.0,0.318270599914022,train
S29908,22,9,2025-11-03,55,26,0.0025951398289381,0.0,0.3204630144789094,train
S29909,22,11,2025-11-03,30,20,0.0020380810469527,0.0,0.3081036149112057,train
S29911,11,17,2025-10-17,55,14,0.0027237928555241,0.0,0.3616983203818152,train
S29912,11,12,2025-10-17,33,31,0.0020185512880532,0.0,0.4187953816121194,train
S29913,20,9,2025-10-31,61,19,0.0005093424786171,0.0,0.1700718250671886,train
S29915,9,5,2025-10-13,42,28,0.0014673415028134,0.0,0.3745293744479669,train
S29916,2,11,2025-10-02,37,12,0.0018263606439921,0.0,0.3066973408717786,train
S29919,9,9,2025-10-13,37,22,0.0021777466306326,0.0,0.3376165337742513,train
S29920,2,11,2025-10-02,57,16,0.002138297685984,0.0,0.3261310032343471,train
S29921,9,9,2025-10-13,30,30,0.0026785048722911,0.0,0.3233542362416664,train
S29923,2,13,2025-10-02,18,19,0.0022421042035286,0.0,0.4313859207368288,train
S29926,9,15,2025-10-13,48,23,0.0026705964043495,0.0,0.4277612453465911,train
S29929,9,22,2025-10-13,20,18,0.0023809589139734,0.0,0.4804703568541901,train
S29931,9,15,2025-10-13,28,17,0.0023952731504144,0.0,0.4086711246536068,train
S29932,2,19,2025-10-02,25,16,0.0013985810721122,0.0,0.3853390975196826,train
S29933,9,21,2025-10-13,52,25,0.0019670014201593,0.0,0.3990564821568536,train
S29935,2,19,2025-10-02,64,22,0.0018354077574627,0.0,0.4638948864869401,train
S29937,10,17,2025-10-15,42,20,0.0015186700773693,0.0,0.321362403229309,train
S29938,2,21,2025-10-02,34,18,0.0015228617294086,0.0,0.3433224702979576,train
S29940,10,2,2025-10-15,43,12,0.0025078537900143,0.0,0.3409128361421614,train
S29942,9,5,2025-10-13,46,12,0.0019574019810876,0.0,0.3419442519848286,train
S29943,2,9,2025-10-02,16,25,0.0015832088371349,0.0,0.3086325891851242,train
S29945,2,7,2025-10-02,47,15,0.0016902850232921,0.0,0.2735292001714486,train
S29946,10,14,2025-10-15,59,25,0.0019316487009473,0.0,0.3129980918200113,train
S29947,17,25,2025-10-26,30,14,0.0019357934526595,0.0,0.2168631089291956,train
S29951,26,11,2025-11-10,35,23,0.0011193811346415,0.0,0.1583923706131129,train
S29954,26,9,2025-11-10,19,21,0.0012050537250398,0.0,0.1867142454358918,train
S29955,26,14,2025-11-10,25,24,0.0010107654539706,0.0,0.1890242306662289,train
S29956,26,14,2025-11-10,55,20,0.0007869780796919,0.0,0.1403580632170067,train
S29957,22,11,2025-11-03,20,19,0.0035086124430819,0.0,0.418471304890267,train
S29958,22,8,2025-11-03,46,18,0.00251164763375,0.0,0.3331810374411024,train
S29959,22,17,2025-11-03,15,21,0.0028719198357485,0.0,0.3546131891895741,train
S29961,22,3,2025-11-03,57,21,0.0020648556118363,0.0,0.2297019623032744,train
S29962,22,14,2025-11-03,36,12,0.0014065560919087,0.0,0.2299144887342075,train
S29965,17,3,2025-10-26,54,17,0.0030597353501913,0.0,0.4593039466014816,train
S29973,27,1,2025-11-11,27,21,0.0006337169326737,0.0,0.1280383578071749,train
S29974,23,16,2025-11-05,52,14,0.0008116911878306,0.0,0.1323445225535688,train
S29976,23,16,2025-11-05,22,15,0.0011506607616263,0.0,0.1118630846462411,train
S29978,23,22,2025-11-05,25,16,0.0009287301152378,0.0,0.1581035811987513,train
S29979,23,16,2025-11-05,17,17,0.0013643054283413,0.0,0.1179323621339544,train
S29981,23,16,2025-11-05,58,24,0.0011887130180033,0.0,0.1219924734770979,train
S29982,23,17,2025-11-05,58,18,0.0005630675023543,0.0,0.115061398512043,train
S29983,23,19,2025-11-05,48,15,0.0010263927170784,0.0128000412073761,0.1821805709703732,train
S29985,23,20,2025-11-05,16,25,0.0004116335747347,0.0,0.2144384962979346,train
S29986,23,20,2025-11-05,60,24,0.0003798490552582,0.0,0.1580409587472077,train
S29987,23,18,2025-11-05,52,19,0.0008106411291751,0.0,0.1359945624993866,train
S29988,23,23,2025-11-05,30,15,0.0006538632032543,0.0,0.167425863379232,train
S29990,27,1,2025-11-11,24,19,0.0010698740754174,0.0,0.1521056210254078,train
S29991,23,21,2025-11-05,45,27,0.0006910455633711,0.0,0.1656582733502659,train
S29992,23,23,2025-11-05,16,22,0.0007281930436019,0.0,0.1602393496362876,train
S29994,23,22,2025-11-05,39,30,0.0009537896590152,0.0,0.1376775611563523,train
S29998,27,3,2025-11-11,17,21,0.0008128135223287,0.0,0.2167060447648692,train
S29999,27,1,2025-11-11,45,15,0.0012116048232592,0.0,0.1781241310656397,train
S30001,19,19,2025-10-29,25,22,0.0023570878125997,0.0,0.3995204649257478,train
S30003,26,3,2025-11-10,31,20,0.0015533289852755,0.0,0.2921429081569146,train
S30004,26,1,2025-11-10,61,16,0.0017696444260989,0.0,0.3267546059264771,train
S30007,21,6,2025-11-02,45,16,0.0033146940414847,0.0,0.405774118352084,train
S30010,26,3,2025-11-10,44,22,0.0016918567109273,0.0,0.3391991229199071,train
S30011,19,25,2025-10-29,63,20,0.0026764670444966,0.0,0.4048825504489391,train
S30012,19,25,2025-10-29,36,30,0.0024301919576322,0.0,0.3648493547427043,train
S30013,19,22,2025-10-29,29,30,0.0027056677672024,0.0085009578544061,0.4352346637186068,train
S30014,21,4,2025-11-02,51,28,0.0017937210718456,0.0,0.3647432421015608,train
S30017,21,16,2025-11-02,34,23,0.0007294516707612,0.0,0.3108799613213189,train
S30020,26,25,2025-11-10,53,16,0.001606290802323,0.0,0.2695439076724298,train
S30021,21,16,2025-11-02,26,27,0.0008858572610176,0.0,0.3823019916999895,train
S30023,21,1,2025-11-02,28,25,0.0044413380218905,0.0,0.522585028509188,train
S30024,21,24,2025-11-02,14,24,0.002610634448104,0.0,0.3975317150769076,train
S30025,28,21,2025-11-13,44,28,0.0022348427705448,0.0,0.4170929485672983,train
S30026,28,25,2025-11-13,47,27,0.0015050187215597,0.0,0.2888904217837285,train
S30027,28,23,2025-11-13,47,16,0.0016383308908145,0.0,0.2893042862883611,train
S30028,28,24,2025-11-13,28,30,0.0014722196417299,0.0,0.3646492117969724,train
S30029,16,1,2025-10-25,35,17,0.0006579784637153,0.0,0.1974192892153175,train
S30030,28,24,2025-11-13,29,27,0.0025956867960855,0.0,0.4487832478635381,train
S30031,28,18,2025-11-13,52,19,0.0030444688337487,0.0,0.3871426691500115,train
S30033,16,1,2025-10-25,22,28,0.0014857840306266,0.0,0.1490182065631848,train
S30034,28,14,2025-11-13,43,21,0.0011942243103224,0.0,0.2684417800508525,train
S30035,28,25,2025-11-13,65,19,0.0013548607684754,0.0,0.2956783212256286,train
S30037,16,7,2025-10-25,61,16,0.0012204547959339,0.0,0.201326361368657,train
S30038,16,6,2025-10-25,41,12,0.0011927478142357,0.0,0.1618312522701709,train
S30040,16,6,2025-10-25,43,13,0.000969598772014,0.0,0.2143319121200007,train
S30041,16,8,2025-10-25,21,17,0.0007439952126886,0.0,0.2166503111073644,train
S30042,16,3,2025-10-25,51,13,0.0004818770472278,0.0,0.1300253034834471,train
S30044,23,14,2025-11-05,29,23,0.0017431176045207,0.0,0.393651114936313,train
S30045,23,12,2025-11-05,28,13,0.0018000373795344,0.0,0.3841818243362378,train
S30046,23,15,2025-11-05,26,28,0.0028700751582371,0.0,0.3190056553419347,train
S30047,16,3,2025-10-25,28,26,0.0007390588971744,0.0,0.1444155330601944,train
S30049,28,23,2025-11-13,33,20,0.0021949936433678,0.0,0.3691780783499847,train
S30050,16,4,2025-10-25,37,26,0.0014276219796002,0.0,0.1794147636580635,train
S30051,16,1,2025-10-25,63,24,0.0011071257459299,0.0,0.2312955779105024,train
S30052,23,14,2025-11-05,25,14,0.0024591708930021,0.0,0.2712186706289606,train
S30053,23,9,2025-11-05,47,17,0.0022823063083766,0.0,0.2826466506240853,train
S30054,23,10,2025-11-05,27,17,0.001137736133917,0.0,0.240177208096824,train
S30055,23,12,2025-11-05,43,24,0.0014297792525903,0.0,0.2994684162813042,train
S30056,28,8,2025-11-13,48,20,0.0017333899924659,0.0,0.2748973709971874,train
S30058,28,10,2025-11-13,48,24,0.0020554317351036,0.0,0.2568466283214313,train
S30059,28,8,2025-11-13,28,18,0.0012337786439979,0.0,0.2624082711342193,train
S30060,28,8,2025-11-13,65,20,0.0017182192739195,0.0,0.2633240721226892,train
S30062,23,13,2025-11-05,29,27,0.0021959754511704,0.0,0.4343228054097725,train
S30063,23,9,2025-11-05,56,24,0.0020786392133306,0.0,0.278833015860068,train
S30064,23,11,2025-11-05,24,29,0.001301188978878,0.0,0.2294327632560839,train
S30065,28,24,2025-11-13,29,19,0.0018026556621086,0.0,0.4535244812387117,train
S30066,28,6,2025-11-13,19,27,0.0015303415908512,0.0,0.3214545964310892,train
S30067,28,3,2025-11-13,58,20,0.001441489401226,0.0,0.3954646677717598,train
S30068,28,5,2025-11-13,47,29,0.0008961667069377,0.0,0.245212300413713,train
S30069,28,2,2025-11-13,51,18,0.0015113537793771,0.0,0.2936616157779977,train
S30071,28,6,2025-11-13,54,20,0.0020066849299509,0.0,0.3586583701890267,train
S30072,28,6,2025-11-13,49,25,0.0012998414775006,0.0,0.3297771483423353,train
S30073,28,3,2025-11-13,26,21,0.0016756947878433,0.0,0.3816245060777073,train
S30074,28,10,2025-11-13,26,16,0.0012778126890498,0.0,0.324050739010172,train
S30075,17,17,2025-10-26,44,20,0.0035701483790921,0.0,0.3566864101426787,train
S30076,17,2,2025-10-26,55,18,0.0024681794046022,0.0,0.408221499453982,train
S30078,17,24,2025-10-26,35,29,0.0028946326726063,0.0,0.4052094951739853,train
S30079,17,24,2025-10-26,33,30,0.0040680722003081,0.0,0.4357661878608883,train
S30080,25,14,2025-11-08,34,11,0.0029599800950893,0.0,0.516094159596386,train
S30082,5,11,2025-10-07,58,18,0.0026833710033479,0.0,0.4483589894159744,train
S30084,5,19,2025-10-07,47,18,0.00266994549469,0.0,0.4360964540592227,train
S30085,4,23,2025-10-05,22,17,0.0028718099511661,0.0,0.4820968641083456,train
S30086,6,12,2025-10-09,16,23,0.0031290423738086,0.0,0.4376827328380984,train
S30087,6,12,2025-10-09,55,29,0.0020910017638692,0.0,0.4032453453618436,train
S30088,24,17,2025-11-06,43,21,0.0024037946387244,0.0,0.419255682976694,train
S30090,24,19,2025-11-06,22,18,0.0020914447014682,0.0,0.3428320902486284,train
S30091,24,24,2025-11-06,42,15,0.0032060116225116,0.0,0.3086508697648153,train
S30092,24,18,2025-11-06,60,19,0.002629445974123,0.0,0.402771113615309,train
S30094,24,22,2025-11-06,45,29,0.0024109190402222,0.0,0.4204560785619706,train
S30097,27,14,2025-11-11,45,14,0.0025782540634955,0.0,0.4097108225109352,train
S30098,24,5,2025-11-06,42,20,0.0022656132242118,0.0,0.4235177854459752,train
S30099,11,4,2025-10-17,29,22,0.0010860212484484,0.0,0.1633397989548282,train
S30100,11,4,2025-10-17,52,23,0.0009134038508556,0.0,0.2356495645667762,train
S30101,11,6,2025-10-17,19,26,0.0016148272218366,0.0,0.1871951595378246,train
S30103,11,10,2025-10-17,33,29,0.0011664972234469,0.0,0.179434112987613,train
S30104,11,10,2025-10-17,60,25,0.0017327027614531,0.0,0.2804706985710709,train
S30106,16,8,2025-10-25,38,11,0.0010323844969792,0.0,0.1762923853774348,train
S30107,28,25,2025-11-13,28,12,0.0010624537881447,0.0,0.2818412903649479,train
S30108,16,4,2025-10-25,24,13,0.0010577071232183,0.0,0.1400795329067837,train
S30109,28,4,2025-11-13,53,30,0.0014075451409702,0.0,0.3774244937992295,train
S30110,16,3,2025-10-25,33,32,0.0006666211930128,0.0,0.2314234811704618,train
S30112,28,21,2025-11-13,59,15,0.0024585087345622,0.0,0.4766774963906569,train
S30114,26,11,2025-11-10,57,14,0.0009334727574229,0.0,0.1798992681888822,train
S30115,26,11,2025-11-10,16,16,0.0009349031887936,0.0,0.2014637562815293,train
S30116,2,16,2025-10-02,16,26,0.0022795464553493,0.0,0.3551660954785701,train
S30117,4,12,2025-10-05,17,16,0.0015232219857362,0.0,0.368901233330589,train
S30119,5,7,2025-10-07,16,17,0.0023283549753231,0.0,0.35828518026788,train
S30122,22,19,2025-11-03,25,13,0.0018696614895018,0.0,0.2833723328874162,train
S30123,22,19,2025-11-03,46,31,0.0030285778691358,0.0,0.3404724885031452,train
S30129,3,3,2025-10-04,31,18,0.0014257000745085,0.0,0.3114546630996864,train
S30130,3,6,2025-10-04,41,29,0.0021516808982762,0.0,0.4652600758368878,train
S30133,24,16,2025-11-06,53,19,0.0021362514773818,0.0,0.3818044847084005,train
S30135,24,12,2025-11-06,43,29,0.0017197766282968,0.0042909932311092,0.4015233756888812,train
S30136,24,14,2025-11-06,58,23,0.0030625287901404,0.0,0.4337802133474489,train
S30137,24,13,2025-11-06,35,23,0.0028806958377275,0.0043044837650808,0.3493310155776825,train
S30138,24,15,2025-11-06,22,18,0.0022038098662425,0.0,0.4124230275874823,train
S30139,24,10,2025-11-06,56,22,0.0042768504379274,0.0,0.3964617923966435,train
S30142,24,11,2025-11-06,55,28,0.0023660923956305,0.0,0.4168709752050255,train
S30144,1,19,2025-10-01,32,23,0.0002116915837833,0.0,0.0992316054665561,train
S30145,1,19,2025-10-01,40,23,0.0003292160894117,0.0,0.120880889098258,train
S30147,1,17,2025-10-01,21,15,0.0009639201674424,0.0,0.202937547249281,train
S30149,1,23,2025-10-01,33,12,0.0005997914546164,0.0,0.118918911179881,train
S30150,1,23,2025-10-01,39,19,0.0002798755483859,0.0,0.1411706481361047,train
S30151,1,22,2025-10-01,23,18,0.000565060781147,0.0,0.1528249789243205,train
S30152,1,22,2025-10-01,49,30,0.0007542970524586,0.0,0.1112229550638221,train
S30153,1,24,2025-10-01,37,22,0.0004258609505002,0.0,0.0951792678576782,train
S30155,1,5,2025-10-01,50,26,0.0003426686044324,0.0,0.1300932108605975,train
S30156,1,2,2025-10-01,51,23,0.0003924009938225,0.0,0.121545174890592,train
S30158,1,1,2025-10-01,23,17,0.0003833599383193,0.0,0.1150643113762357,train
S30160,1,6,2025-10-01,45,17,0.0003216180023577,0.0,0.0782006442480271,train
S30161,1,1,2025-10-01,21,26,0.0007328946999407,0.0,0.1634802273346519,train
S30162,1,6,2025-10-01,37,16,0.0001899797482967,0.0,0.0919934605479446,train
S30163,1,5,2025-10-01,26,17,0.0003670894017303,0.0,0.1216773937228377,train
S30164,1,5,2025-10-01,24,18,0.0002990099868607,0.0,0.1403570127452122,train
S30165,1,16,2025-10-01,47,20,0.0002855305615666,0.0,0.0895672082019178,train
S30166,1,12,2025-10-01,33,26,0.0004994267191272,0.0,0.1287439544259561,train
S30167,1,10,2025-10-01,26,23,0.0004078246349974,0.0,0.1462718041895875,train
S30170,1,11,2025-10-01,47,17,0.0005598558016078,0.0,0.1265057932593067,train
S30172,1,10,2025-10-01,18,25,0.0006002107541989,0.0,0.0795249684261221,train
S30174,1,1,2025-10-01,40,16,0.0003301033209132,0.0,0.1340977495354015,train
S30177,25,14,2025-11-08,24,22,0.0030357007870913,0.0,0.5151222145848896,train
S30179,25,14,2025-11-08,18,17,0.0027887085273388,0.0,0.5093012272305243,train
S30182,25,14,2025-11-08,40,15,0.0030050869834449,0.0,0.4595934593107587,train
S30183,25,13,2025-11-08,29,22,0.0037454563220859,0.0,0.5046639177315783,train
S30184,25,14,2025-11-08,48,18,0.0032982686256743,0.0,0.510850040070712,train
S30187,5,4,2025-10-07,53,25,0.0038713984622998,0.0,0.4127612495758148,train
S30188,7,4,2025-10-10,31,21,0.0028035297652221,0.0,0.3260701343794972,train
S30189,1,4,2025-10-01,55,18,0.0002405557124269,0.0,0.1000529884312984,train
S30190,1,25,2025-10-01,39,29,0.0004232199359116,0.0008367721807764,0.1720646849353391,train
S30191,3,3,2025-10-04,14,18,0.0008687889223411,0.0109095022930048,0.4112301616035257,train
S30196,23,3,2025-11-05,35,25,0.0041680420663062,0.0159695727467056,0.4270995497974052,train
S30197,23,13,2025-11-05,46,27,0.0019244650522818,0.0430879832476375,0.2673280304764605,train
S30200,23,11,2025-11-05,14,21,0.0015336493662338,0.0114392450558594,0.3231726560312838,train
S30206,7,3,2025-10-10,43,15,0.0030998540418731,0.0,0.4663589339938046,train
S30207,8,17,2025-10-12,15,23,0.0033055490282463,0.0024728213548274,0.482641549807994,train
S30208,8,19,2025-10-12,27,22,0.0046976749516582,0.0025177304964539,0.4813118569365331,train
S30209,8,19,2025-10-12,43,24,0.0037390653388945,0.0,0.5466730647364197,train
S30212,8,17,2025-10-12,37,16,0.0038571058967486,0.0,0.4922398047441014,train
S30213,8,23,2025-10-12,25,24,0.0035389506979759,0.0,0.5135561249298151,train
S30214,8,21,2025-10-12,52,14,0.0024631423615282,0.0,0.4790865279931983,train
S30215,8,20,2025-10-12,52,13,0.0027415485308212,0.0,0.4367290149844732,train
S30219,8,9,2025-10-12,18,16,0.0019208301303357,0.0025108999328069,0.4931763382550077,train
S30220,8,13,2025-10-12,13,21,0.0028105000709455,0.0024862555590573,0.5006674501506682,train
S30221,8,12,2025-10-12,28,25,0.0040263541072072,0.002502215240857,0.5134174783199508,train
S30222,8,12,2025-10-12,21,27,0.0024286156560962,0.0049526656701544,0.5021087633420701,train
S30223,8,14,2025-10-12,15,23,0.0036608016180572,0.0,0.4536996739366943,train
S30225,8,14,2025-10-12,33,29,0.0035548195062595,0.0024735967191248,0.4835420689925141,train
S30226,8,14,2025-10-12,57,23,0.0028781763711347,0.005050505050505,0.5120423208193269,train
S30228,8,1,2025-10-12,24,17,0.0021286484049488,0.0,0.4693080421798285,train
S30229,8,15,2025-10-12,24,29,0.0031458069893446,0.0,0.4429347080606727,train
S30230,22,24,2025-11-03,58,19,0.0032652590848991,0.0024659015921686,0.3756838682690689,train
S30233,22,22,2025-11-03,43,13,0.0024252656439595,0.0,0.3434240703127778,train
