ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S18139,9,5,train,0.0,0.0015374410846807,LOW,grade1,38.8,0.0,0.012477,2025-10-13
S18140,2,21,val,0.0,0.0014896618200007,LOW,grade1,17.5,0.0,0.012429,2025-11-15
S18141,10,2,val,0.0,0.0027667709494532,LOW,grade1,12.5,0.0,0.013707,2025-11-19
S18142,2,21,train,0.0,0.0003083907467725,LOW,grade1,17.5,0.0,0.011248,2025-10-02
S18143,10,3,val,0.0,0.0024007535696178,LOW,grade1,26.8,0.0,0.013341,2025-11-19
S18144,2,21,test,0.0,0.0012426039428593,LOW,grade1,35.8,0.0,0.012182,2025-11-30
S18145,9,15,train,0.0,0.0032545451300751,LOW,grade2,23.9,0.0,0.014194,2025-10-13
S18146,9,21,train,0.0,0.0031458023003193,LOW,grade2,33.3,0.0,0.014086,2025-10-13
S18147,9,21,train,0.0,0.003112243592603,LOW,grade2,44.7,0.0,0.014052,2025-10-13
S18148,10,2,train,0.0,0.0027040580851359,LOW,grade1,21.1,0.0,0.013644,2025-10-15
S18149,9,21,train,0.0,0.003113250328231,LOW,grade2,22.2,0.0,0.014053,2025-10-13
S18150,9,15,test,0.0,0.0031231460943564,LOW,grade2,31.3,0.0,0.014063,2025-12-04
S18151,3,3,train,0.0,0.0010169743108575,LOW,grade1,26.6,0.0,0.011957,2025-10-04
S18152,3,8,train,0.0,0.0016325977728686,LOW,grade1,19.2,0.0,0.012572,2025-10-04
S18153,24,13,train,0.0,0.0027597578059299,LOW,grade1,51.2,0.0,0.0137,2025-11-06
S18154,1,18,train,0.0,0.0003083907467725,LOW,grade1,19.2,0.0,0.011248,2025-10-01
S18155,1,19,test,0.0,0.0003083907467725,LOW,grade1,34.7,0.0,0.011248,2025-11-30
S18156,1,24,train,0.0,0.0003083907467725,LOW,grade1,26.9,0.0,0.011248,2025-10-01
S18157,1,23,train,0.0,0.0003083907467725,LOW,grade1,40.6,0.0,0.011248,2025-10-01
S18158,1,24,test,0.0,0.0003083907467725,LOW,grade1,27.2,0.0,0.011248,2025-11-30
S18159,1,20,train,0.0,0.0003083907467725,LOW,grade1,31.9,0.0,0.011248,2025-10-01
S18160,1,4,val,0.0,0.0003083907467725,LOW,grade1,22.2,0.0,0.011248,2025-11-15
S18161,1,2,test,0.0,0.0008501689894223,LOW,grade1,34.1,0.0,0.01179,2025-11-30
S18162,1,7,train,0.0,0.0003083907467725,LOW,grade1,11.0,0.0,0.011248,2025-10-01
S18163,1,16,train,0.0,0.0003083907467725,LOW,grade1,36.7,0.0,0.011248,2025-10-01
S18164,1,12,test,0.0,0.0003083907467725,LOW,grade1,26.3,0.0,0.011248,2025-11-30
S18165,1,12,train,0.0,0.0003083907467725,LOW,grade1,37.2,0.0,0.011248,2025-10-01
S18166,1,12,train,0.0,0.0003083907467725,LOW,grade1,30.0,0.0,0.011248,2025-10-01
S18167,1,13,train,0.0,0.0003083907467725,LOW,grade1,51.4,0.0,0.011248,2025-10-01
S18168,1,10,test,0.0,0.0003083907467725,LOW,grade1,28.0,0.0,0.011248,2025-11-30
S18169,1,8,train,0.0,0.0003083907467725,LOW,grade1,47.2,0.0,0.011248,2025-10-01
S18170,1,10,test,0.0,0.0003083907467725,LOW,grade1,18.8,0.0,0.011248,2025-11-30
S18171,24,18,train,0.0,0.0032679343165989,LOW,grade2,39.2,0.0,0.014208,2025-11-06
S18172,24,18,train,0.0,0.0027178057686076,LOW,grade1,36.8,0.0,0.013658,2025-11-06
S18173,24,20,val,0.0,0.0027053239973324,LOW,grade1,29.0,0.0,0.013645,2025-11-27
S18174,24,19,test,0.0,0.0031260949341749,LOW,grade2,40.5,0.0,0.014066,2025-12-12
S18175,24,23,train,0.0,0.0015349038366093,LOW,grade1,38.0,0.0,0.012475,2025-11-06
S18176,24,19,train,0.0,0.0031334906606128,LOW,grade2,30.1,0.0,0.014073,2025-11-06
S18177,24,23,val,0.0,0.0031513225766695,LOW,grade2,29.9,0.0,0.014091,2025-11-27
S18178,27,14,test,0.0,0.0027484488174221,LOW,grade1,28.1,0.0,0.013688,2025-12-13
S18179,27,11,test,0.0,0.0027603580485411,LOW,grade1,39.9,0.0,0.0137,2025-12-13
S18180,27,9,train,0.0,0.0027472388192391,LOW,grade1,38.6,0.0,0.013687,2025-11-11
S18181,27,14,train,0.0,0.0032793573382955,MED,grade3,32.1,0.0,0.014219,2025-11-11
S18182,27,11,val,0.0,0.0032172496419921,LOW,grade2,37.8,0.0,0.014157,2025-11-28
S18183,27,17,test,0.0,0.0026822896282349,LOW,grade1,39.6,0.0,0.013622,2025-12-13
S18184,27,17,val,0.0,0.002765288225549,LOW,grade1,25.1,0.0,0.013705,2025-11-28
S18185,24,2,test,0.0,0.0031186609493217,LOW,grade2,56.4,0.0,0.014058,2025-12-12
S18186,24,5,train,0.0039624642222169,0.0032389467405921,LOW,grade2,44.5,0.0,0.014179,2025-11-06
S18187,24,17,test,0.0,0.0031285843278285,LOW,grade2,27.5,0.0,0.014068,2025-12-12
S18188,24,5,train,0.0,0.0032799699684455,MED,grade3,31.1,0.0,0.01422,2025-11-06
S18189,24,1,train,0.0,0.0032761641309393,MED,grade3,34.8,0.0,0.014216,2025-11-06
S18190,24,6,test,0.0,0.0031038620516305,LOW,grade1,29.3,0.0,0.014044,2025-12-12
S18191,24,5,train,0.0,0.003218456373466,LOW,grade2,45.3,0.0,0.014158,2025-11-06
S18192,24,6,train,0.0,0.0031591250707155,LOW,grade2,51.1,0.0,0.014099,2025-11-06
S18193,11,4,test,0.0,0.0012453937537212,LOW,grade1,29.1,0.0,0.012185,2025-12-05
S18194,11,4,val,0.0,0.0010210797281331,LOW,grade1,31.6,0.0,0.011961,2025-11-20
S18195,11,5,train,0.0,0.0011396784447968,LOW,grade1,27.7,0.0,0.012079,2025-10-17
S18196,11,10,test,0.0,0.0015234838456685,LOW,grade1,34.3,0.0,0.012463,2025-12-05
S18197,8,15,val,0.0,0.0034422520704467,MED,grade3,16.4,0.0,0.014382,2025-11-18
S18198,5,23,val,0.0,0.0027325762784254,LOW,grade1,34.6,0.0,0.013672,2025-11-17
S18199,7,1,train,0.0,0.0032896207689955,MED,grade3,33.2,0.0,0.014229,2025-10-10
S18200,8,6,train,0.0,0.0034603011438456,MED,grade3,33.1,0.0,0.0144,2025-10-12
S18201,8,9,test,0.0,0.0034718197748796,MED,grade3,38.5,0.0,0.014412,2025-12-03
S18202,7,3,train,0.0,0.0034421027329097,MED,grade3,33.3,0.0,0.014382,2025-10-10
S18203,8,13,train,0.0,0.0034636453212095,MED,grade3,11.8,0.0,0.014403,2025-10-12
S18204,8,15,val,0.0,0.0034567947797563,MED,grade3,19.3,0.0,0.014397,2025-11-18
S18205,8,14,test,0.0,0.0034816880187703,MED,grade3,40.9,0.0,0.014421,2025-12-03
S18206,22,24,val,0.0,0.0031240469163646,LOW,grade2,41.4,0.0,0.014064,2025-11-26
S18207,22,22,test,0.0,0.0031252822830943,LOW,grade2,43.2,0.0,0.014065,2025-12-11
S18208,25,20,train,0.0,0.003476878329736,MED,grade3,31.0,0.0,0.014417,2025-11-08
S18209,25,22,test,0.0,0.0032688529834293,LOW,grade2,17.8,0.0,0.014209,2025-12-12
S18210,25,19,train,0.0,0.0034685777028835,MED,grade3,36.6,0.0,0.014408,2025-11-08
S18211,25,9,test,0.0,0.0034521865695949,MED,grade3,36.9,0.0,0.014392,2025-12-12
S18212,25,9,train,0.0,0.0034725691273767,MED,grade3,31.5,0.0,0.014412,2025-11-08
S18213,25,21,train,0.0,0.0034832607724604,MED,grade3,36.2,0.0,0.014423,2025-11-08
S18214,25,22,train,0.0,0.0032581613597514,LOW,grade2,22.5,0.0,0.014198,2025-11-08
S18215,25,11,test,0.0,0.0034719344324734,MED,grade3,34.0,0.0,0.014412,2025-12-12
S18216,25,9,train,0.0,0.0034625602990287,MED,grade3,31.7,0.0,0.014402,2025-11-08
S18217,25,24,train,0.0,0.0032443493145869,LOW,grade2,46.7,0.0,0.014184,2025-11-08
S18218,25,15,train,0.0,0.0034326178099159,MED,grade3,8.7,0.0,0.014372,2025-11-08
S18219,25,17,test,0.0,0.0032906559785491,MED,grade3,27.1,0.0,0.01423,2025-12-12
S18220,25,17,test,0.0,0.0034328503839703,MED,grade3,21.9,0.0,0.014373,2025-12-12
S18221,25,18,train,0.0,0.0032671325117597,LOW,grade2,29.0,0.0,0.014207,2025-11-08
S18222,25,4,train,0.0,0.0034656611511397,MED,grade3,38.1,0.0,0.014405,2025-11-08
S18223,25,17,train,0.0,0.0032619740380199,LOW,grade2,20.4,0.0,0.014202,2025-11-08
S18224,25,13,train,0.0,0.0034968670742813,MED,grade3,38.5,0.0,0.014437,2025-11-08
S18225,26,16,val,0.0,0.0003083907467725,LOW,grade1,33.1,0.0,0.011248,2025-11-28
S18226,26,17,train,0.0,0.0003083907467725,LOW,grade1,26.1,0.0,0.011248,2025-11-10
S18227,26,14,train,0.0,0.0003083907467725,LOW,grade1,32.2,0.0,0.011248,2025-11-10
S18228,26,17,train,0.0,0.0003083907467725,LOW,grade1,39.7,0.0,0.011248,2025-11-10
S18229,26,16,val,0.0,0.0003083907467725,LOW,grade1,53.7,0.0,0.011248,2025-11-28
S18230,26,16,train,0.0,0.0010508913491734,LOW,grade1,40.9,0.0,0.011991,2025-11-10
S18231,1,17,train,0.0,0.0003083907467725,LOW,grade1,23.1,0.0,0.011248,2025-10-01
S18232,26,11,train,0.0,0.0003083907467725,LOW,grade1,28.3,0.0,0.011248,2025-11-10
S18233,26,11,val,0.0,0.0003083907467725,LOW,grade1,21.3,0.0,0.011248,2025-11-28
S18234,26,9,val,0.0,0.0003083907467725,LOW,grade1,26.2,0.0,0.011248,2025-11-28
S18235,26,14,train,0.0,0.0003083907467725,LOW,grade1,43.8,0.0,0.011248,2025-11-10
S18236,22,11,test,0.0,0.0027418407459743,LOW,grade1,35.9,0.0,0.013682,2025-12-11
S18237,22,11,train,0.0,0.0031437089255316,LOW,grade2,26.7,0.0,0.014083,2025-11-03
S18238,22,9,test,0.0,0.0027041639275006,LOW,grade1,31.7,0.0,0.013644,2025-12-11
S18239,22,8,train,0.0,0.002424557650536,LOW,grade1,37.6,0.0,0.013364,2025-11-03
S18240,22,8,train,0.0,0.0024368169579772,LOW,grade1,33.9,0.0,0.013377,2025-11-03
S18241,22,16,test,0.0,0.0027718404141092,LOW,grade1,31.3,0.0,0.013712,2025-12-11
S18242,22,17,train,0.0,0.0012474058466975,LOW,grade1,33.9,0.0,0.012187,2025-11-03
S18243,9,6,train,0.0,0.003217626464447,LOW,grade2,19.6,0.0,0.014157,2025-10-13
S18244,17,15,train,0.0,0.0034374713382601,MED,grade3,31.4,0.0,0.014377,2025-10-26
S18245,22,6,train,0.0,0.0010632636346636,LOW,grade1,44.1,0.0,0.012003,2025-11-03
S18246,22,1,train,0.0,0.0010411204688969,LOW,grade1,46.3,0.0,0.011981,2025-11-03
S18247,22,1,train,0.0,0.0008496711102521,LOW,grade1,33.2,0.0,0.011789,2025-11-03
S18248,9,6,train,0.0,0.002984832551048,LOW,grade1,25.2,0.0,0.013925,2025-10-13
S18249,17,3,train,0.0,0.0034470654371077,MED,grade3,25.8,0.0,0.014387,2025-10-26
S18250,22,3,train,0.0,0.0015331859999741,LOW,grade1,22.1,0.0,0.012473,2025-11-03
S18251,9,12,train,0.0,0.0032509963393543,LOW,grade2,50.0,0.0,0.014191,2025-10-13
S18252,17,15,train,0.0,0.0034561410090564,MED,grade3,46.4,0.0,0.014396,2025-10-26
S18253,17,15,train,0.0,0.0034314604119778,MED,grade3,31.5,0.0,0.014371,2025-10-26
S18254,9,12,train,0.0,0.0032518543234882,LOW,grade2,35.4,0.0,0.014192,2025-10-13
S18255,9,12,test,0.0,0.0032401365875749,LOW,grade2,28.5,0.0,0.01418,2025-12-04
S18256,22,19,val,0.0,0.0034533075607287,MED,grade3,34.1,0.0,0.014393,2025-11-26
S18257,3,2,train,0.0,0.0027565107620112,LOW,grade1,26.9,0.0,0.013696,2025-10-04
S18258,3,15,train,0.0,0.0024190679999976,LOW,grade1,22.6,0.0,0.013359,2025-10-04
S18259,3,18,test,0.0,0.0031539876917361,LOW,grade2,28.5,0.0,0.014094,2025-12-01
S18260,3,10,val,0.0,0.0031440922334565,LOW,grade2,23.3,0.0,0.014084,2025-11-16
S18261,3,15,test,0.0,0.0023775589018153,LOW,grade1,23.4,0.0,0.013317,2025-12-01
S18262,3,2,train,0.0,0.0032534340377875,LOW,grade2,17.8,0.0,0.014193,2025-10-04
S18263,3,4,val,0.0,0.0010469330665166,LOW,grade1,33.7,0.0,0.011987,2025-11-16
S18264,2,14,train,0.0,0.0027107738828718,LOW,grade1,36.4,0.0,0.013651,2025-10-02
S18265,2,14,train,0.0,0.0024171253400197,LOW,grade1,17.4,0.0,0.013357,2025-10-02
S18266,2,14,train,0.0,0.0027361568680148,LOW,grade1,25.2,0.0,0.013676,2025-10-02
S18267,2,14,val,0.0,0.0024106471600627,LOW,grade1,9.0,0.0,0.01335,2025-11-15
S18268,1,18,train,0.0,0.0003083907467725,LOW,grade1,21.3,0.0,0.011248,2025-10-01
S18269,1,23,test,0.0,0.0003083907467725,LOW,grade1,50.0,0.0,0.011248,2025-11-30
S18270,1,18,test,0.0,0.0003083907467725,LOW,grade1,24.4,0.0,0.011248,2025-11-30
S18271,1,18,train,0.0,0.0003083907467725,LOW,grade1,26.1,0.0,0.011248,2025-10-01
S18272,27,17,train,0.0,0.002396897874138,LOW,grade1,47.2,0.0,0.013337,2025-11-11
S18273,1,19,train,0.0,0.0003083907467725,LOW,grade1,31.8,0.0,0.011248,2025-10-01
S18274,9,24,train,0.0,0.0032899034818913,MED,grade3,31.2,0.0,0.01423,2025-10-13
S18275,1,20,test,0.0,0.0003083907467725,LOW,grade1,27.4,0.0,0.011248,2025-11-30
S18276,27,8,val,0.0,0.0016367227475145,LOW,grade1,51.8,0.0,0.012576,2025-11-28
S18277,16,4,test,0.0,0.0003083907467725,LOW,grade1,33.9,0.0,0.011248,2025-12-08
S18278,28,23,test,0.0,0.0021496912648309,LOW,grade1,24.8,0.0,0.013089,2025-12-14
S18279,28,23,train,0.0,0.0023802694421254,LOW,grade1,34.3,0.0,0.01332,2025-11-13
S18280,16,8,test,0.0,0.0003083907467725,LOW,grade1,37.3,0.0,0.011248,2025-12-08
S18281,16,3,train,0.0,0.0003083907467725,LOW,grade1,35.9,0.0,0.011248,2025-10-25
S18282,28,25,train,0.0,0.001513518682188,LOW,grade1,35.7,0.0,0.012453,2025-11-13
S18283,28,25,train,0.0,0.0015500213364081,LOW,grade1,23.0,0.0,0.01249,2025-11-13
S18284,24,2,train,0.0,0.0032694929637325,LOW,grade2,44.6,0.0,0.014209,2025-11-06
S18285,24,5,train,0.0,0.003238136487821,LOW,grade2,54.2,0.0,0.014178,2025-11-06
S18286,25,5,test,0.0,0.0034800145351753,MED,grade3,33.0,0.0,0.01442,2025-12-12
S18287,25,12,test,0.0,0.0034343791351239,MED,grade3,28.8,0.0,0.014374,2025-12-12
S18288,24,16,val,0.0,0.0024353791921269,LOW,grade1,30.7,0.0,0.013375,2025-11-27
S18289,24,10,val,0.0,0.0027574082478505,LOW,grade1,43.3,0.0,0.013697,2025-11-27
S18290,24,10,train,0.0,0.0027403873264456,LOW,grade1,48.4,0.0,0.01368,2025-11-06
S18291,1,13,train,0.0,0.0003083907467725,LOW,grade1,20.3,0.0,0.011248,2025-10-01
S18292,3,10,train,0.0,0.0029834539171718,LOW,grade1,35.6,0.0,0.013923,2025-10-04
S18293,3,21,test,0.0,0.0026038472314343,LOW,grade1,20.0,0.0,0.013544,2025-12-01
S18294,3,20,train,0.0,0.0031371104079133,LOW,grade2,21.0,0.0,0.014077,2025-10-04
S18295,3,18,val,0.0,0.0032155876584402,LOW,grade2,23.6,0.0,0.014155,2025-11-16
S18296,3,21,train,0.0,0.0027534895089282,LOW,grade1,24.8,0.0,0.013693,2025-10-04
S18297,3,20,val,0.0,0.0031274157642213,LOW,grade2,28.3,0.0,0.014067,2025-11-16
S18298,3,21,train,0.0,0.0027457354625267,LOW,grade1,77.6,0.0,0.013686,2025-10-04
S18299,3,10,train,0.0,0.0031121711174182,LOW,grade2,55.3,0.0,0.014052,2025-10-04
S18300,15,21,train,0.0,0.0003083907467725,LOW,grade1,40.8,0.0,0.011248,2025-10-23
S18301,15,12,val,0.0,0.0012498076906368,LOW,grade1,32.0,0.0,0.01219,2025-11-22
S18302,15,12,test,0.0,0.0015007861370763,LOW,grade1,49.8,0.0,0.012441,2025-12-07
S18303,15,12,train,0.0,0.0012537580668509,LOW,grade1,25.6,0.0,0.012194,2025-10-23
S18304,15,9,val,0.0,0.0003083907467725,LOW,grade1,57.7,0.0,0.011248,2025-11-22
S18305,14,18,train,0.0,0.0008567894674774,LOW,grade1,30.5,0.0,0.011797,2025-10-21
S18306,14,18,train,0.0,0.0003083907467725,LOW,grade1,29.2,0.0,0.011248,2025-10-21
S18307,15,11,train,0.0,0.0003083907467725,LOW,grade1,47.0,0.0,0.011248,2025-10-23
S18308,14,22,train,0.0,0.0003083907467725,LOW,grade1,19.1,0.0,0.011248,2025-10-21
S18309,14,23,test,0.0,0.0003083907467725,LOW,grade1,25.8,0.0,0.011248,2025-12-06
S18310,15,20,val,0.0,0.0003083907467725,LOW,grade1,38.7,0.0,0.011248,2025-11-22
S18311,15,18,val,0.0,0.0003083907467725,LOW,grade1,38.7,0.0,0.011248,2025-11-22
S18312,14,19,val,0.0,0.0003083907467725,LOW,grade1,31.4,0.0,0.011248,2025-11-21
S18313,14,18,test,0.0,0.0003083907467725,LOW,grade1,20.7,0.0,0.011248,2025-12-06
S18314,15,20,train,0.0,0.0003083907467725,LOW,grade1,18.1,0.0,0.011248,2025-10-23
S18315,15,22,train,0.0,0.0003083907467725,LOW,grade1,34.4,0.0,0.011248,2025-10-23
S18316,15,8,val,0.0,0.0003083907467725,LOW,grade1,20.6,0.0,0.011248,2025-11-22
S18317,15,8,val,0.0,0.0003083907467725,LOW,grade1,52.8,0.0,0.011248,2025-11-22
S18318,15,23,train,0.0,0.0003083907467725,LOW,grade1,43.9,0.0,0.011248,2025-10-23
S18319,15,8,test,0.0,0.0003083907467725,LOW,grade1,25.8,0.0,0.011248,2025-12-07
S18320,15,3,test,0.0,0.0003083907467725,LOW,grade1,38.7,0.0,0.011248,2025-12-07
S18321,14,25,train,0.0,0.0008565139353803,LOW,grade1,29.9,0.0,0.011796,2025-10-21
S18322,15,23,train,0.0,0.0003083907467725,LOW,grade1,50.7,0.0,0.011248,2025-10-23
S18323,14,22,test,0.0,0.000856282783339,LOW,grade1,23.0,0.0,0.011796,2025-12-06
S18324,4,20,val,0.0,0.0031183279287853,LOW,grade2,25.1,0.0,0.014058,2025-11-16
S18325,8,2,train,0.0,0.0034707830464563,MED,grade3,31.2,0.0,0.014411,2025-10-12
S18326,10,25,train,0.0,0.0027703674676071,LOW,grade1,20.4,0.0,0.01371,2025-10-15
S18327,10,16,train,0.0,0.0032569150358338,LOW,grade2,35.7,0.0,0.014197,2025-10-15
S18328,8,5,val,0.0,0.0034690925030296,MED,grade3,25.8,0.0,0.014409,2025-11-18
S18329,8,1,test,0.0,0.0024208606488538,LOW,grade1,20.0,0.0,0.013361,2025-12-03
S18330,8,4,train,0.0,0.0034767738924533,MED,grade3,42.8,0.0,0.014417,2025-10-12
S18331,8,2,train,0.0,0.003482401071693,MED,grade3,38.8,0.0,0.014422,2025-10-12
S18332,28,20,train,0.0,0.0016478973370081,LOW,grade1,56.7,0.0,0.012588,2025-11-13
S18333,27,3,val,0.0,0.0008543107083976,LOW,grade1,41.0,0.0,0.011794,2025-11-28
S18334,27,1,train,0.0,0.0003083907467725,LOW,grade1,60.1,0.0,0.011248,2025-11-11
S18335,10,7,train,0.0,0.0015488771240878,LOW,grade1,58.0,0.0,0.012489,2025-10-15
S18336,10,2,train,0.0,0.0018259990309549,LOW,grade1,33.3,0.0,0.012766,2025-10-15
S18337,20,11,train,0.0,0.0015128197485203,LOW,grade1,74.8,0.0,0.012453,2025-10-31
S18338,2,22,train,0.0,0.0012502899516007,LOW,grade1,56.5,0.0,0.01219,2025-10-02
S18339,22,9,train,0.0,0.0015372397215956,LOW,grade1,58.6,0.0,0.012477,2025-11-03
S18340,21,2,test,0.0,0.0031203108700266,LOW,grade2,51.4,0.0,0.01406,2025-12-10
S18341,5,14,val,0.0,0.0032717099597705,MED,grade3,28.9,0.0,0.014211,2025-11-17
S18342,5,20,train,0.0,0.0029760674019203,LOW,grade1,43.6,0.0,0.013916,2025-10-07
S18343,5,20,val,0.0,0.0031113045293247,LOW,grade2,24.1,0.0,0.014051,2025-11-17
S18344,6,6,test,0.0,0.0034497522476026,MED,grade3,30.1,0.0,0.01439,2025-12-02
S18345,6,6,val,0.0,0.0032833202575408,MED,grade3,25.4,0.0,0.014223,2025-11-17
S18346,6,11,val,0.0,0.0032873898481169,MED,grade3,46.4,0.0,0.014227,2025-11-17
S18347,7,16,train,0.0,0.0032890833292698,MED,grade3,21.8,0.0,0.014229,2025-10-10
S18348,7,21,val,0.0,0.0032613909364988,LOW,grade2,18.3,0.0,0.014201,2025-11-18
S18349,7,24,val,0.0,0.0024323140684,LOW,grade1,44.0,0.0,0.013372,2025-11-18
S18350,4,22,train,0.0,0.0016212643930027,LOW,grade1,28.4,0.0,0.012561,2025-10-05
S18351,18,6,train,0.0,0.0032167094304557,LOW,grade2,29.2,0.0,0.014156,2025-10-28
S18352,18,11,train,0.0,0.0032841182540811,MED,grade3,21.8,0.0,0.014224,2025-10-28
S18353,10,20,train,0.0,0.0029819055321086,LOW,grade1,16.7,0.0,0.013922,2025-10-15
S18354,21,8,test,0.0,0.0031514894983514,LOW,grade2,36.4,0.0,0.014091,2025-12-10
S18355,2,1,train,0.0,0.0032176780672955,LOW,grade2,28.1,0.0,0.014157,2025-10-02
S18356,2,7,val,0.0,0.0021492752956835,LOW,grade1,37.7,0.0,0.013089,2025-11-15
S18357,10,18,train,0.0,0.0032717897641169,MED,grade3,19.6,0.0,0.014212,2025-10-15
S18358,9,11,test,0.0,0.0032160616016798,LOW,grade2,34.0,0.0,0.014156,2025-12-04
S18359,17,14,train,0.0,0.0032764550736139,MED,grade3,33.2,0.0,0.014216,2025-10-26
S18360,17,5,train,0.0,0.003254925775909,LOW,grade2,59.7,0.0,0.014195,2025-10-26
S18361,17,14,train,0.0,0.003277425464194,MED,grade3,30.3,0.0,0.014217,2025-10-26
S18362,7,1,test,0.0,0.0034340281529542,MED,grade3,45.9,0.0,0.014374,2025-12-03
S18363,17,18,train,0.0,0.0031172918502264,LOW,grade2,35.5,0.0,0.014057,2025-10-26
S18364,8,25,train,0.0,0.0034946848810651,MED,grade3,47.5,0.0,0.014434,2025-10-12
S18365,8,5,val,0.0,0.0034641252628316,MED,grade3,27.1,0.0,0.014404,2025-11-18
S18366,8,5,train,0.0,0.0034570635806409,MED,grade3,36.7,0.0,0.014397,2025-10-12
S18367,3,22,val,0.0,0.0027070408847819,LOW,grade1,34.2,0.0,0.013647,2025-11-16
S18368,3,11,train,0.0,0.0029833502337671,LOW,grade1,48.0,0.0,0.013923,2025-10-04
S18369,3,22,val,0.0,0.002382687391656,LOW,grade1,17.4,0.0,0.013322,2025-11-16
S18370,3,24,train,0.0,0.0031548769090918,LOW,grade2,40.1,0.0,0.014095,2025-10-04
S18371,3,17,train,0.0,0.002675955934583,LOW,grade1,40.3,0.0,0.013616,2025-10-04
S18372,26,25,train,0.0,0.0024205707614038,LOW,grade1,31.9,0.0,0.01336,2025-11-10
S18373,20,5,train,0.0,0.0023948428903286,LOW,grade1,51.1,0.0,0.013335,2025-10-31
S18374,26,25,train,0.0,0.0027507946953219,LOW,grade1,66.9,0.0,0.013691,2025-11-10
S18375,19,22,train,0.0,0.0032608140832119,LOW,grade2,30.3,0.0,0.014201,2025-10-29
S18376,21,19,train,0.0,0.0027246208414307,LOW,grade1,36.5,0.0,0.013664,2025-11-02
S18377,21,4,train,0.0,0.0016551744612733,LOW,grade1,32.5,0.0,0.012595,2025-11-02
S18378,26,3,train,0.0,0.0031288429080865,LOW,grade2,25.0,0.0,0.014069,2025-11-10
S18379,22,22,test,0.0,0.0031276577620645,LOW,grade2,54.0,0.0,0.014067,2025-12-11
S18380,12,12,val,0.0,0.0032830423648152,MED,grade3,20.7,0.0,0.014223,2025-11-20
S18381,14,8,train,0.0,0.0034333156200489,MED,grade3,40.7,0.0,0.014373,2025-10-21
S18382,14,5,train,0.0,0.0034486218912006,MED,grade3,27.8,0.0,0.014388,2025-10-21
S18383,25,2,train,0.0,0.0034953711116929,MED,grade3,49.0,0.0,0.014435,2025-11-08
S18384,25,19,train,0.0,0.0034814870688954,MED,grade3,24.0,0.0,0.014421,2025-11-08
S18385,28,19,train,0.0,0.0031331608241221,LOW,grade2,24.7,0.0,0.014073,2025-11-13
S18386,28,18,val,0.0,0.0031175101903459,LOW,grade2,17.5,0.0,0.014057,2025-11-29
S18387,28,24,val,0.0,0.0016579784700793,LOW,grade1,38.6,0.0,0.012598,2025-11-29
S18388,28,25,train,0.0,0.0015488700260832,LOW,grade1,27.4,0.0,0.012489,2025-11-13
S18389,28,4,test,0.0,0.00126006189667,LOW,grade1,16.0,0.0,0.0122,2025-12-14
S18390,28,6,train,0.0,0.0015421522241161,LOW,grade1,30.0,0.0,0.012482,2025-11-13
S18391,28,6,train,0.0,0.001613216598837,LOW,grade1,42.0,0.0,0.012553,2025-11-13
S18392,28,3,train,0.0,0.0015000108177891,LOW,grade1,38.0,0.0,0.01244,2025-11-13
S18393,28,8,train,0.0,0.001544512040079,LOW,grade1,65.0,0.0,0.012484,2025-11-13
S18394,16,10,train,0.0,0.0012754792096674,LOW,grade1,29.3,0.0,0.012215,2025-10-25
S18395,28,8,val,0.0,0.0014946231441955,LOW,grade1,38.0,0.0,0.012434,2025-11-29
S18396,24,1,val,0.0,0.0031531860449401,LOW,grade2,56.3,0.0,0.014093,2025-11-27
S18397,3,9,train,0.0019926947889227,0.0024195361596907,LOW,grade1,43.6,0.0,0.013359,2025-10-04
S18398,3,9,train,0.0020101762645505,0.0022467819185211,LOW,grade1,12.7,0.0,0.013187,2025-10-04
S18399,3,14,train,0.0040430663851976,0.0018788023251692,LOW,grade1,18.1,0.0,0.012819,2025-10-04
S18400,3,16,test,0.0,0.0027037367324271,LOW,grade1,29.6,0.0,0.013644,2025-12-01
S18401,3,22,train,0.0,0.0016593671867956,LOW,grade1,29.7,0.0,0.012599,2025-10-04
S18402,3,22,train,0.0,0.0027053015626705,LOW,grade1,19.3,0.0,0.013645,2025-10-04
S18403,3,24,test,0.0039887960577532,0.0027482010378936,LOW,grade1,43.9,0.0,0.013688,2025-12-01
S18404,3,9,val,0.0099861760781855,0.0022446519314307,LOW,grade1,31.2,0.0,0.013184,2025-11-16
S18405,3,22,val,0.0,0.0023900911704458,LOW,grade1,20.7,0.0,0.01333,2025-11-16
S18406,3,16,train,0.0078765115136531,0.0023850644597685,LOW,grade1,39.5,0.0,0.013325,2025-10-04
S18407,3,4,test,0.0,0.0027642472543779,LOW,grade1,23.4,0.0,0.013704,2025-12-01
S18408,3,18,train,0.002033418434145,0.0032552455286784,LOW,grade2,24.5,0.0,0.014195,2025-10-04
S18409,3,10,test,0.0060243884700235,0.0029836020016096,LOW,grade1,35.7,0.0,0.013923,2025-12-01
S18410,3,20,train,0.002033568196139,0.0031397327957118,LOW,grade2,31.0,0.0,0.01408,2025-10-04
S18411,3,12,train,0.0078907676430896,0.0029820971673306,LOW,grade1,17.7,0.0,0.013922,2025-10-04
